,0,1,2,3,4,5,6
0,0.24981114843736418,0.02198619297714951,4.042264507006434,1.0610909548746423,0.7585741894156904,0.7365496270717307,1.9826181279511017
1,0.24703417521543566,0.021083890483053168,4.147904709971695,0.992737611479545,0.7422621361039485,0.49804468139694497,2.0640240116350985
2,0.2928637962122495,0.023209726012297902,3.5469970274742932,1.065500752623286,0.7483378723108955,0.5985001387155895,1.6876083743870915
3,0.15136298809495527,0.022288013238152257,3.1658006888441506,1.1054146133960223,0.7162839700092235,0.39022549147814956,1.0003954958230348
4,0.22249450224925316,0.022818205244501823,4.028259497819516,0.9306853444355074,0.7089434233682417,0.3789054634893077,1.7726790815161158
5,0.23294228980576623,0.022355423809412862,2.924352684863518,1.1230246722494717,0.7431486885627684,0.34364975142539966,1.1812037882331574
6,0.21590504769149227,0.02152141352797835,2.54161859776443,1.0103776894036678,0.7671811306773638,0.6189896259438716,0.8610125357108201
7,0.3189374033975137,0.024331057246882004,2.717832299750298,1.0310349122807847,0.6961447241415223,0.32159696631008333,1.123932865909087
8,0.23363135859708983,0.02219096730667166,3.359721965220991,0.9075671341881622,0.7726748572258325,0.28567273111602765,1.3520169280806862
9,0.20624912235942677,0.023404918550161646,2.7548272061105337,0.9500739955507684,0.7735413360896333,0.6692269938245186,0.8908629543323461
10,0.1449137376286184,0.022035498766896085,3.730230676691024,1.1024491278910546,0.7409560975283525,0.7295184484559813,1.2084600280077948
11,0.2827703143228683,0.02094070757597894,2.6580259793212626,0.9272262649392244,0.7019079932046682,0.3371186019434502,1.005848874737356
12,0.29606359679946215,0.022517079965304113,3.5859837746907246,1.0771511386844332,0.7804392306784633,0.7640704900905255,1.7491881541926602
13,0.14115907790024534,0.02477310533280275,3.866162193127513,1.0279073357290587,0.7936204133771592,0.32247747001071436,1.344000200870813
14,0.23956121880091039,0.023835111029110383,2.8438493073646924,0.9047565811303444,0.6940121139963111,0.4727831425701311,0.9768171005044041
15,0.2875388463128195,0.024269022513586327,4.237876230715588,1.007857116968045,0.7589359448080836,0.6307213886962642,2.287955882825852
16,0.11526087222173341,0.02249873517427128,4.218719053557562,1.0578663496044465,0.7406960175365721,0.5289906719447207,1.3289538670644736
