"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.614900380608626,0.426598996735644,0.709777123335283,0.601818258124404,0.658745496753836,0.271402431121329,0.71973364582099,0.324755609122803
"2",0.607779936449835,0.297698640436167,0.741789306052029,0.487896019132575,0.56812297835527,0.232929944399744,0.466004980209516,0.572126959049143
"3",0.725291785159614,0.601389430328272,0.559696068931604,0.60916792103881,0.601877068393864,0.711555395120056,0.572872487995308,0.478711027374957
"4",0.362469200243475,0.469716176878894,0.44418202692247,0.675691022326704,0.423799833384575,0.298769218895352,0.351303714338457,0.736270224068314
"5",0.544857698075008,0.545457892071689,0.705533181157429,0.384475574059179,0.383019018712454,0.231983728228603,0.339261131371604,0.459547522467095
"6",0.571646896937862,0.479346258487552,0.371015965110157,0.705041120415786,0.573048269793158,0.651879125918262,0.301755054707872,0.683352049164241
"7",0.527961660747416,0.360201932568336,0.255035938716494,0.517296149006113,0.706561837096466,0.732517474125139,0.594669814833906,0.305307313900674
"8",0.792147188198753,0.761579606697429,0.308434030227363,0.551724853801308,0.311915134119568,0.68816283504758,0.278294645010727,0.566965407019947
"9",0.573413739992538,0.455852472381666,0.502946050066967,0.345945223646937,0.737082540143514,0.500541389340302,0.240077373527689,0.288750103696482
"10",0.503202877844684,0.629274078594521,0.319644607912283,0.416789992584614,0.741896311609074,0.384790691982955,0.648113823217573,0.681282412927365
"11",0.345932660586201,0.433642680985155,0.615221417179098,0.670748546485091,0.560867208490847,0.347705987053923,0.712253668570193,0.3823297742086
"12",0.699411062366329,0.277243939425563,0.290310902824625,0.378710441565374,0.34393329558149,0.649816931378795,0.294807023344096,0.658954501936911
"13",0.733496402049903,0.502439995043445,0.571510234754765,0.628585231140722,0.780217948213685,0.454313168692635,0.749011159670772,0.330167127354769
"14",0.336305327949347,0.824729333257536,0.656412785796216,0.546512226215098,0.853446740984218,0.601376580091426,0.279231351075228,0.548640844589565
"15",0.588618509745924,0.690730147015769,0.346621002231725,0.341260968550574,0.300067299979506,0.58395522383065,0.439131002734182,0.359133479907876
"16",0.711638067468768,0.752717501940904,0.769053403247148,0.513095194946742,0.660755248933798,0.346636573812459,0.607150413506664,0.561569329732796
"17",0.269899672363419,0.499819310610183,0.763248198047746,0.596443916007411,0.559422319647623,0.369293499713531,0.498926246749703,0.695890163888689
"18",0.295074281912064,0.784604984152596,0.678796449644957,0.451053714929381,0.292971590189263,0.49368020138354,0.333917719689431,0.3635359643267
"19",0.757261288124602,0.532543986124685,0.512622654893436,0.277086645369651,0.476468130875612,0.536533945657313,0.241831418510526,0.487397965044947
"20",0.40123918750044,0.611685623879777,0.586595080562867,0.711571345943492,0.268680253700353,0.143862083041575,0.207544893418206,0.255582974192454
"21",0.394624536574585,0.391244464171352,0.547003750933567,0.321620230034925,0.258332328059478,0.417026546531823,0.619601764110848,0.206002233009087
"22",0.348759588441811,0.613069896097993,0.210733426501043,0.390229025057284,0.206649772743462,0.636136161640519,0.361033206574386,0.581519729295745
"23",0.627453559483169,0.44334813781362,0.517693008476868,0.728414623332908,0.772769608143251,0.211378373551648,0.794345766875427,0.64657986936532
"24",0.472293038455304,0.418720159754856,0.382715666441945,0.417679151866585,0.524738189402502,0.73602664582408,0.326007881147787,0.366855647209799
"25",0.578786530927522,0.298500091160415,0.795910993549973,0.285074026815128,0.578210240424843,0.244434963397915,0.599006245875033,0.54147985555511
"26",0.712800584527431,0.602403907396831,0.238507835575379,0.701687460621586,0.807232583278557,0.507716271986254,0.29139854080556,0.727224830827676
"27",0.618633459719829,0.618654570252402,0.296163242279785,0.658979807351483,0.616145628404105,0.189890176377725,0.737354674689006,0.348628938226961
"28",0.493110551142832,0.677559298796812,0.752257697848836,0.797208354284754,0.64679090363835,0.267829087159596,0.457481449045939,0.610360086795641
"29",0.31045829615253,0.485703894994454,0.718418995911255,0.693488623322686,0.580109937689733,0.750010234598303,0.632305756670889,0.711394460643642
"30",0.549796131891198,0.670382462597685,0.580133711750153,0.469589003876783,0.572650031377096,0.710737586119678,0.475167350487551,0.354568727866746
"31",0.289332337717293,0.242991222556913,0.736799948165193,0.339632407570956,0.263420309003443,0.613012801483739,0.500413968319772,0.716384270258015
"32",0.486902631018776,0.586137823737925,0.222796313307714,0.395009620561497,0.702234346102457,0.202895796964178,0.358397490765899,0.570366411938798
"33",0.548797796522966,0.385422645332059,0.390316452651517,0.660655620212201,0.461520889414474,0.216156030257698,0.442791198678315,0.328500724443467
"34",0.252986711670179,0.783273512364598,0.647034752982901,0.752297361898702,0.354439588045003,0.337508019570028,0.820247724516783,0.434381562259514
"35",0.369181265417486,0.284400241233408,0.54310383066861,0.498544954775367,0.222497508522822,0.353977930385387,0.265628101652255,0.233663627800765
"36",0.626742005801294,0.303019323776709,0.611261805416783,0.338186101870844,0.2557290063689,0.406913484571967,0.364517681613565,0.710210894539254
"37",0.690793900334742,0.421150569937192,0.316960328502115,0.292851471055998,0.685213896544185,0.495617754343199,0.550976701538777,0.496220179837197
"38",0.219934540725546,0.669908260804368,0.657593765086727,0.448153242060682,0.285411625263514,0.832732807268156,0.337203898737906,0.624900821716292
"39",0.482434558016015,0.307474428327987,0.620662440007785,0.509797553102719,0.246229363551363,0.478969740337227,0.796133118086029,0.47028667599149
"40",0.749570150086889,0.750113341433229,0.495220329069532,0.40737589321658,0.391423231649911,0.274499614638742,0.357044607933611,0.567107666846598
"41",0.708488206760725,0.708264321855735,0.744443761394592,0.173034329014365,0.342232504443033,0.441172216295963,0.556176908489084,0.499331583060324
"42",0.246116742666578,0.308975599465426,0.249192007943522,0.37912750699115,0.496475030766567,0.318530425079865,0.221975990561768,0.433948782030959
"43",0.534320502753137,0.812712458633585,0.659370694148587,0.743047406857368,0.582445899923099,0.545144745285623,0.601787454562494,0.582230776650831
"44",0.709005283643957,0.234574669362511,0.378866563503863,0.607976867335616,0.434338622867595,0.69221677113534,0.342652446508175,0.215961978104664
